idx,good_or_not,quality,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
idx_13651,good,6,8.8,0.48,3.13,0.99916,190.0,51.0,0.06,17.75,0.17,0.32,6.3
idx_13652,good,6,9.5,0.61,3.27,0.99306,109.0,17.0,0.036000000000000004,1.4,0.33,0.085,6.6
idx_13653,good,6,8.8,0.48,3.13,0.99916,190.0,51.0,0.06,17.75,0.17,0.32,6.3
idx_13654,good,6,10.4,0.44,3.42,0.99498,109.0,17.0,0.047,7.2,0.32,0.18,6.8
idx_13655,good,7,13.0,0.27,3.11,0.99,130.0,27.0,0.038,5.7,0.26,0.52,6.8
idx_13656,good,7,12.2,0.46,3.16,0.9933799999999999,191.0,25.0,0.03,8.5,0.28,0.28,7.1
idx_13657,good,8,10.5,0.34,3.03,0.99456,128.0,49.0,0.035,11.4,0.47,0.15,5.7
idx_13659,good,8,13.2,0.53,3.2,0.98856,128.0,34.0,0.036000000000000004,2.7,0.16,0.53,5.4
idx_13660,good,8,13.0,0.57,3.16,0.98946,115.0,46.0,0.032,4.3,0.28,0.32,5.8
idx_13661,good,6,10.0,0.47,3.5,0.99346,152.0,26.0,0.049,1.2,0.39,0.22,6.7
idx_13664,good,8,12.9,0.34,3.27,0.9897600000000001,155.0,54.0,0.035,5.7,0.54,0.29,5.0
idx_13665,good,8,13.2,0.53,3.2,0.98856,128.0,34.0,0.036000000000000004,2.7,0.16,0.53,5.4
idx_13666,good,7,10.5,0.56,3.02,0.99523,152.0,61.0,0.038,11.7,0.26,0.21,6.8
idx_13667,good,8,13.0,0.57,3.16,0.98946,115.0,46.0,0.032,4.3,0.28,0.32,5.8
idx_13668,not,5,11.2,0.36,3.07,0.9940200000000001,82.0,2.0,0.03,11.0,0.26,0.27,6.5
idx_13670,good,6,9.4,0.52,3.14,0.99655,155.0,61.0,0.044000000000000004,11.6,0.18,0.21,6.2
idx_13671,good,7,12.9,0.32,3.03,0.9907100000000001,95.0,29.0,0.025,6.2,0.29,0.3,6.8
idx_13672,good,8,13.0,0.35,2.96,0.9888899999999999,74.0,26.0,0.032,1.8,0.29,0.41,7.3
idx_13673,good,7,13.6,0.4,3.31,0.9874200000000001,93.0,25.0,0.028999999999999998,1.2,0.3,0.3,5.4
idx_13674,not,5,9.1,0.55,3.32,0.99336,112.0,26.0,0.053,1.0,0.2,0.34,6.6
idx_13675,good,6,10.4,0.43,3.25,0.992,166.0,42.0,0.049,2.4,0.19,0.25,5.6
idx_13676,good,7,13.6,0.4,3.31,0.9874200000000001,93.0,25.0,0.028999999999999998,1.2,0.3,0.3,5.3
idx_13680,good,6,10.2,0.78,3.24,0.9974200000000001,183.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
idx_13681,good,8,12.5,0.34,3.06,0.9922799999999999,122.0,37.0,0.027000000000000003,9.2,0.26,0.22,7.0
idx_13682,good,7,11.3,0.75,3.11,0.9905799999999999,122.0,39.0,0.051,1.2,0.44,0.16,6.4
idx_13683,good,6,10.2,0.78,3.24,0.9974200000000001,183.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
idx_13684,good,7,12.6,0.63,3.13,0.99164,122.0,33.0,0.027999999999999997,8.0,0.3,0.31,6.8
idx_13685,good,6,10.2,0.78,3.24,0.9974200000000001,183.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
idx_13686,not,5,9.8,0.5,3.09,0.9943799999999999,177.0,27.0,0.087,1.6,0.37,0.3,7.6
idx_13687,not,5,10.8,0.34,3.15,0.9940200000000001,98.0,39.0,0.03,12.0,0.27,0.16,6.0
idx_13688,good,6,12.5,0.56,3.32,0.9912799999999999,186.0,41.0,0.04,2.5,0.35,0.21,7.1
idx_13689,good,8,12.5,0.34,3.06,0.9922799999999999,122.0,37.0,0.027000000000000003,9.2,0.26,0.22,7.0
idx_13690,good,7,11.5,0.31,3.3,0.991,150.0,37.0,0.027000000000000003,4.4,0.24,0.21,5.6
idx_13691,good,6,11.4,0.41,2.98,0.9931,112.0,23.0,0.027000000000000003,8.8,0.26,0.22,7.4
idx_13695,good,6,11.0,0.68,3.17,0.9911200000000001,146.0,61.0,0.053,1.3,0.4,0.15,6.4
idx_13696,good,7,11.3,0.75,3.11,0.9905799999999999,122.0,39.0,0.051,1.2,0.44,0.16,6.4
idx_13697,good,6,10.2,0.78,3.24,0.9974200000000001,182.0,79.5,0.044000000000000004,12.9,0.41,0.15,6.8
idx_13698,good,6,11.6,0.74,3.06,0.98961,96.0,32.0,0.036000000000000004,1.2,0.34,0.22,6.3
idx_13699,not,5,9.8,0.5,3.09,0.9943799999999999,177.0,27.0,0.087,1.6,0.37,0.3,7.6
idx_13700,not,5,10.1,0.52,3.1,0.99344,145.0,24.0,0.076,1.5,0.27,0.3,7.0
idx_13701,not,5,9.2,0.5,3.06,0.9990399999999999,139.0,23.0,0.05,18.15,0.22,0.26,6.6
idx_13702,good,6,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
idx_13703,good,6,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
idx_13704,good,6,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
idx_13705,good,6,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
idx_13706,good,6,11.7,0.5,2.96,0.98949,79.0,45.0,0.037000000000000005,1.0,0.34,0.15,6.6
idx_13709,not,5,10.1,0.44,3.12,0.99206,141.0,53.0,0.039,1.4,0.09,0.31,6.7
idx_13710,not,5,13.6,0.34,3.3,0.9872200000000001,9.0,5.0,0.02,1.0,0.09,0.67,4.7
idx_13711,good,6,9.1,0.53,3.05,0.99884,180.0,26.0,0.05,13.1,0.31,0.24,7.5
idx_13712,not,5,9.2,0.54,3.09,0.99666,159.0,57.0,0.045,10.6,0.18,0.2,6.3
idx_13713,not,5,8.8,0.51,3.12,0.99754,190.0,45.0,0.049,10.4,0.23,0.28,6.6
idx_13715,good,6,9.1,0.48,3.47,0.9971200000000001,196.0,20.0,0.036000000000000004,7.4,0.38,0.35,6.5
idx_13716,not,5,11.2,0.35,3.04,0.9910399999999999,182.0,29.0,0.040999999999999995,1.2,0.26,0.22,6.8
idx_13717,good,6,9.2,0.52,3.11,0.9937299999999999,119.0,20.0,0.053,3.4,0.24,0.18,6.3
idx_13719,not,5,9.5,0.48,3.18,0.9956,200.0,54.0,0.038,8.0,0.45,0.3,6.6
idx_13720,good,7,11.9,0.6,3.35,0.99095,152.0,40.0,0.024,2.5,0.27,0.34,6.3
idx_13721,not,5,9.8,0.62,3.11,0.99382,138.0,28.0,0.068,2.0,0.23,0.3,7.7
idx_13723,good,7,10.8,0.44,3.36,0.9929899999999999,150.0,46.0,0.036000000000000004,6.9,0.28,0.265,5.7
idx_13724,good,6,11.3,0.66,3.37,0.9904799999999999,122.0,29.0,0.051,1.2,0.33,0.255,5.4
idx_13725,good,6,12.1,0.34,3.17,0.99254,121.0,13.0,0.027999999999999997,9.4,0.28,0.26,6.6
idx_13726,good,7,11.3,0.34,3.38,0.9902,111.0,22.0,0.03,2.9,0.28,0.17,4.8
idx_13727,good,7,10.8,0.44,3.36,0.9929899999999999,150.0,46.0,0.036000000000000004,6.9,0.28,0.265,5.7
idx_13728,good,7,13.5,0.41,3.36,0.9901200000000001,75.0,21.0,0.027999999999999997,5.4,0.33,0.2,6.2
idx_13729,not,5,10.3,0.45,3.28,0.99293,126.0,11.0,0.044000000000000004,1.3,0.41,0.28,7.5
idx_13730,good,6,9.0,0.53,3.11,1.00022,184.0,58.0,0.035,20.8,0.2,0.22,6.2
idx_13731,good,6,11.6,0.35,3.08,0.99382,166.0,51.0,0.040999999999999995,10.3,0.26,0.34,7.0
idx_13732,not,5,10.3,0.45,3.28,0.99293,126.0,11.0,0.044000000000000004,1.3,0.41,0.28,7.5
idx_13733,good,6,12.5,0.68,3.21,0.98954,116.0,39.0,0.028999999999999998,1.6,0.34,0.19,6.5
idx_13734,not,5,8.6,0.45,3.39,0.99936,125.0,28.0,0.042,13.1,0.29,0.21,6.0
idx_13735,good,6,13.4,0.33,3.19,0.9884,74.0,34.0,0.16,1.8,0.46,0.22,6.1
idx_13737,not,5,9.2,0.51,2.97,0.99324,120.0,65.0,0.16699999999999998,1.6,0.72,0.21,7.1
idx_13738,good,6,10.2,0.35,3.32,0.99174,135.0,18.0,0.034,1.4,0.18,0.26,5.6
idx_13739,good,7,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
idx_13740,good,7,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
idx_13742,good,7,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
idx_13744,good,7,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
idx_13745,good,7,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
idx_13746,not,5,11.9,0.4,3.02,0.9904299999999999,121.0,45.0,0.04,1.8,0.28,0.27,7.4
idx_13747,good,6,9.0,0.42,2.89,0.99654,194.0,67.0,0.07,10.6,0.3,0.22,6.8
idx_13748,not,5,9.0,0.51,3.3,0.9975799999999999,134.0,47.0,0.055,12.5,0.25,0.24,6.2
idx_13750,good,7,9.0,0.39,2.96,0.99792,149.0,29.0,0.051,14.7,0.28,0.15,7.0
idx_13753,not,5,10.7,0.46,3.29,0.99215,183.0,24.0,0.042,1.4,0.33,0.27,6.6
idx_13754,good,8,13.4,0.77,3.39,0.9895299999999999,130.0,29.0,0.026000000000000002,2.1,0.15,0.46,5.4
idx_13755,good,6,11.0,0.39,2.99,0.9927799999999999,124.0,47.0,0.015,7.4,0.32,0.19,7.8
idx_13757,not,5,10.7,0.46,3.29,0.99216,184.0,25.0,0.04,1.4,0.34,0.26,6.5
idx_13759,good,6,11.0,0.39,2.99,0.9927799999999999,124.0,47.0,0.015,7.4,0.32,0.19,7.8
idx_13760,good,6,11.0,0.39,2.99,0.9918600000000001,101.0,31.0,0.016,5.0,0.32,0.2,7.8
idx_13761,good,7,11.1,0.37,3.16,0.99072,98.0,22.0,0.027999999999999997,2.5,0.28,0.17,6.1
idx_13762,not,5,10.9,0.52,2.79,0.99244,40.0,10.0,0.025,6.1,0.35,0.2,7.4
idx_13764,good,8,13.4,0.77,3.39,0.9895299999999999,130.0,29.0,0.026000000000000002,2.1,0.15,0.46,5.4
idx_13766,not,5,9.4,0.49,3.08,0.99754,186.0,59.0,0.033,12.9,0.17,0.4,6.9
idx_13767,not,5,9.4,0.49,3.08,0.99754,186.0,59.0,0.033,12.9,0.17,0.4,6.9
idx_13768,good,6,10.6,0.38,3.17,0.99567,134.0,53.0,0.035,13.7,0.29,0.24,6.3
idx_13769,not,5,9.4,0.49,3.08,0.99754,186.0,59.0,0.033,12.9,0.17,0.4,6.9
idx_13770,not,4,12.0,0.65,3.03,0.9909399999999999,143.0,15.0,0.013999999999999999,2.4,0.31,0.27,7.4
idx_13772,good,6,10.6,0.38,3.17,0.99567,134.0,53.0,0.035,13.7,0.29,0.24,6.3
idx_13773,not,5,13.5,0.37,3.26,0.9874,100.0,65.0,0.009000000000000001,1.3,0.12,0.61,5.0
idx_13774,not,5,9.7,0.58,3.31,0.9979399999999999,248.0,61.0,0.04,12.1,0.39,0.42,6.7
idx_13775,good,6,12.2,0.32,3.24,0.9912200000000001,103.0,41.0,0.018000000000000002,6.1,0.28,0.33,6.5
idx_13777,good,6,12.2,0.32,3.24,0.9912200000000001,103.0,41.0,0.018000000000000002,6.1,0.28,0.33,6.5
idx_13780,not,5,9.7,0.58,3.31,0.9979399999999999,248.0,61.0,0.04,12.1,0.39,0.42,6.7
idx_13781,good,6,10.8,0.29,3.13,0.9933799999999999,113.0,31.0,0.02,6.8,0.29,0.25,7.4
idx_13782,good,6,11.0,0.29,3.08,0.9938,96.0,23.0,0.018000000000000002,9.2,0.3,0.27,7.6
idx_13784,good,6,10.1,0.49,3.2,0.9977600000000001,140.0,29.0,0.064,17.4,0.27,0.25,6.5
idx_13785,good,7,13.2,0.4,3.46,0.98964,100.0,11.0,0.027000000000000003,2.7,0.31,0.19,5.6
idx_13787,not,5,9.5,0.48,3.18,0.99551,201.0,54.0,0.043,8.2,0.44,0.34,6.4
idx_13788,not,5,9.5,0.48,3.18,0.9954799999999999,202.0,53.0,0.044000000000000004,8.1,0.52,0.27,6.6
idx_13790,not,5,9.5,0.48,3.18,0.9955,196.0,52.0,0.05,8.3,0.45,0.27,6.4
idx_13791,not,5,9.5,0.47,3.18,0.99536,197.0,46.0,0.051,8.0,0.5,0.26,6.5
idx_13792,good,6,10.4,0.58,3.03,0.99524,133.0,53.0,0.043,11.8,0.3,0.25,6.8
idx_13793,good,6,9.9,0.55,3.14,0.9961,170.0,63.0,0.049,12.0,0.26,0.32,6.3
idx_13794,not,5,10.0,0.48,3.22,0.99224,113.0,22.0,0.046,1.7,0.45,0.24,5.5
idx_13795,good,6,10.1,0.49,3.2,0.9977600000000001,140.0,29.0,0.064,17.4,0.27,0.25,6.5
idx_13796,good,6,9.4,0.39,3.17,0.99702,95.0,33.0,0.055999999999999994,13.9,0.29,0.13,6.6
idx_13797,not,5,9.3,0.47,3.03,0.9965700000000001,91.0,13.0,0.098,10.7,0.21,0.39,7.0
idx_13798,not,5,10.9,0.52,3.05,0.9917600000000001,138.0,21.0,0.057,2.0,0.39,0.21,7.9
idx_13799,not,5,11.4,0.57,3.2,0.99166,177.0,21.0,0.042,2.2,0.28,0.3,7.0
idx_13802,not,5,10.9,0.52,3.05,0.9917600000000001,138.0,21.0,0.057,2.0,0.39,0.21,7.9
idx_13803,good,6,10.8,0.4,2.99,0.9927799999999999,111.0,16.0,0.042,6.4,0.34,0.17,7.2
idx_13805,good,6,11.0,0.51,3.02,0.9910899999999999,57.0,20.0,0.033,1.1,0.3,0.18,8.3
idx_13806,not,5,9.3,0.47,3.03,0.9965700000000001,91.0,13.0,0.098,10.7,0.21,0.39,7.0
idx_13807,not,5,10.2,0.59,2.96,0.9935799999999999,113.0,7.0,0.040999999999999995,6.4,0.62,0.21,6.8
idx_13808,good,6,10.2,0.59,2.96,0.9935799999999999,109.0,7.0,0.042,6.3,0.62,0.21,6.9
idx_13809,good,6,10.8,0.4,2.99,0.9927799999999999,111.0,16.0,0.042,6.4,0.34,0.17,7.2
idx_13810,not,3,10.5,0.52,3.24,0.99705,162.0,42.0,0.06,15.1,0.34,0.26,6.8
idx_13811,not,5,11.1,0.52,3.13,0.9912,156.0,23.0,0.052000000000000005,2.0,0.38,0.28,7.2
idx_13812,not,5,10.9,0.52,3.05,0.9917600000000001,138.0,21.0,0.057,2.0,0.39,0.21,7.9
idx_13813,not,5,11.4,0.57,3.2,0.99166,177.0,21.0,0.042,2.2,0.28,0.3,7.0
idx_13815,good,7,12.9,0.33,3.28,0.99172,106.0,18.0,0.042,8.8,0.32,0.43,6.3
idx_13816,not,5,9.9,0.59,3.12,0.9953,131.0,28.0,0.045,8.8,0.3,0.41,6.8
idx_13817,good,6,11.3,0.44,3.24,0.9918600000000001,131.0,43.0,0.036000000000000004,5.1,0.24,0.4,6.3
idx_13818,good,6,11.5,0.4,3.38,0.9918799999999999,120.0,36.0,0.034,6.8,0.26,0.35,5.1
idx_13820,not,5,10.7,0.38,3.0,0.9915799999999999,132.0,34.0,0.039,3.7,0.2,0.3,6.3
idx_13821,good,6,10.4,0.56,3.03,0.9952200000000001,139.0,52.0,0.042,12.2,0.28,0.28,6.9
idx_13822,good,6,12.5,0.64,3.17,0.9917600000000001,204.0,39.0,0.033,5.7,0.28,0.33,7.0
idx_13823,not,5,9.5,0.48,3.19,0.9955799999999999,197.0,48.0,0.052000000000000005,8.1,0.49,0.26,6.7
idx_13824,good,7,11.3,0.56,3.05,0.9911,104.0,31.0,0.042,2.5,0.3,0.24,7.3
idx_13825,good,6,13.0,0.54,3.26,0.99016,88.0,12.0,0.034,4.0,0.21,0.46,6.7
idx_13826,good,6,11.5,0.4,3.38,0.9918799999999999,120.0,36.0,0.034,6.8,0.26,0.35,5.1
idx_13827,not,5,11.5,0.39,3.22,0.98956,99.0,13.0,0.053,1.0,0.18,0.23,5.1
idx_13828,good,6,11.3,0.44,3.24,0.9918600000000001,131.0,43.0,0.036000000000000004,5.1,0.24,0.4,6.3
idx_13829,good,7,13.2,0.57,3.15,0.9906200000000001,100.0,24.0,0.035,5.8,0.23,0.44,7.1
idx_13831,not,5,9.6,0.44,2.83,0.993,130.0,30.0,0.086,3.5,0.19,0.31,6.8
idx_13832,not,5,9.6,0.44,2.83,0.993,130.0,30.0,0.086,3.5,0.19,0.31,6.8
idx_13834,not,5,9.2,0.62,3.14,0.9946,142.0,49.0,0.052000000000000005,4.8,0.22,0.41,6.5
idx_13836,good,6,12.4,0.45,3.0,0.9900200000000001,103.0,41.0,0.05,1.2,0.33,0.27,8.0
idx_13837,good,6,12.4,0.45,3.0,0.9900200000000001,103.0,41.0,0.05,1.2,0.33,0.27,8.0
idx_13838,not,5,9.2,0.62,3.14,0.9946,142.0,49.0,0.052000000000000005,4.8,0.22,0.41,6.5
idx_13839,not,5,8.4,0.48,3.16,0.99429,113.0,34.0,0.052000000000000005,3.3,0.23,0.31,6.2
idx_13840,good,6,11.7,0.36,3.14,0.9909,84.0,24.0,0.027999999999999997,2.5,0.25,0.37,6.7
idx_13841,good,6,11.0,0.56,2.96,0.9929399999999999,191.0,41.0,0.036000000000000004,8.7,0.5,0.21,6.6
idx_13842,good,6,11.9,0.43,2.97,0.99044,109.0,36.0,0.032,1.6,0.31,0.26,7.5
idx_13844,good,6,11.7,0.36,3.14,0.9909,84.0,24.0,0.027999999999999997,2.5,0.25,0.37,6.7
idx_13845,not,5,9.1,0.54,3.26,0.9986,176.0,36.0,0.055,16.2,0.23,0.32,6.4
idx_13846,good,6,12.6,0.35,3.34,0.9926200000000001,109.0,20.0,0.023,9.0,0.32,0.24,6.7
idx_13848,good,6,10.5,0.46,3.17,0.9921200000000001,90.0,23.0,0.19399999999999998,1.4,0.79,0.39,7.1
idx_13849,not,5,10.6,0.64,3.23,0.9962799999999999,87.0,18.0,0.047,7.0,0.43,0.31,8.2
idx_13850,good,6,12.6,0.35,3.34,0.9926200000000001,109.0,20.0,0.023,9.0,0.32,0.24,6.7
idx_13852,good,6,12.0,0.49,3.36,0.99021,93.0,38.0,0.037000000000000005,1.5,0.23,0.2,5.9
idx_13854,good,6,12.1,0.68,3.55,0.99226,110.0,40.0,0.03,4.8,0.27,0.12,5.9
idx_13855,good,6,11.3,0.38,3.21,0.99159,137.0,68.0,0.032,4.6,0.29,0.18,5.9
idx_13856,good,6,12.0,0.49,3.36,0.99021,93.0,38.0,0.037000000000000005,1.5,0.23,0.2,5.9
idx_13857,good,6,10.3,0.55,3.46,0.99224,104.0,28.0,0.049,2.7,0.27,0.17,5.4
idx_13858,good,6,12.7,0.31,3.27,0.9906799999999999,136.0,47.0,0.039,6.3,0.3,0.21,6.1
idx_13860,not,5,9.2,0.37,3.12,0.99587,207.0,52.0,0.048,7.2,0.26,0.25,7.3
idx_13861,good,6,9.5,0.47,3.1,0.9972799999999999,152.0,108.0,0.054000000000000006,12.4,0.3,0.22,6.2
idx_13862,good,6,10.1,0.34,3.16,0.99364,175.0,98.0,0.045,6.6,0.19,0.27,6.5
idx_13863,good,6,10.1,0.34,3.16,0.99364,175.0,98.0,0.045,6.6,0.19,0.27,6.5
idx_13864,good,7,13.0,0.53,3.25,0.99018,98.0,17.0,0.038,4.0,0.22,0.39,6.6
idx_13866,good,6,11.0,0.55,3.1,0.9917799999999999,113.0,59.0,0.048,1.3,0.32,0.23,8.4
idx_13867,not,5,9.2,0.37,3.12,0.99587,207.0,52.0,0.048,7.2,0.26,0.25,7.3
idx_13868,good,6,9.4,0.36,3.08,0.9961,177.0,112.0,0.055999999999999994,11.1,0.25,0.22,6.0
idx_13870,good,6,10.2,0.4,3.16,0.99534,134.0,74.0,0.055,9.8,0.27,0.23,6.1
idx_13871,good,6,10.1,0.34,3.16,0.99364,175.0,98.0,0.045,6.6,0.19,0.27,6.5
idx_13872,not,4,8.6,0.49,3.06,0.99864,193.0,63.0,0.054000000000000006,13.3,0.54,0.36,7.3
idx_13873,not,5,9.0,0.51,2.91,0.9977600000000001,181.0,58.0,0.094,11.7,0.51,0.37,7.6
idx_13875,good,7,9.9,0.44,3.29,0.9929899999999999,98.0,45.0,0.057,1.6,0.27,0.22,7.4
idx_13876,not,5,10.5,0.38,3.2,0.99665,135.0,54.0,0.059000000000000004,16.55,0.28,0.22,6.1
idx_13878,not,5,9.4,0.49,3.18,0.99692,170.0,58.0,0.069,10.2,0.31,0.35,6.5
idx_13879,not,4,11.1,0.28,3.12,0.99324,65.0,25.0,0.054000000000000006,6.6,0.2,0.73,6.8
idx_13880,good,6,8.9,0.45,3.1,0.9989600000000001,111.0,42.0,0.047,17.8,0.24,0.28,6.0
idx_13881,good,6,8.9,0.45,3.1,0.9989600000000001,111.0,42.0,0.047,17.8,0.24,0.28,6.0
idx_13882,not,5,10.8,0.52,3.15,0.99226,129.0,28.0,0.049,1.5,0.37,0.2,7.1
idx_13883,good,6,12.2,0.55,3.06,0.99226,143.0,34.0,0.045,7.4,0.31,0.33,6.8
idx_13884,good,6,8.9,0.45,3.1,0.9989600000000001,111.0,42.0,0.047,17.8,0.24,0.28,6.0
idx_13885,good,6,12.5,0.63,3.13,0.9907600000000001,63.0,21.0,0.028999999999999998,2.0,0.36,0.24,7.2
idx_13886,good,6,12.2,0.55,3.06,0.99226,143.0,34.0,0.045,7.4,0.31,0.33,6.8
idx_13887,good,6,12.5,0.63,3.13,0.9907600000000001,63.0,21.0,0.028999999999999998,2.0,0.36,0.24,7.2
idx_13888,good,6,8.9,0.45,3.1,0.9989600000000001,111.0,42.0,0.047,17.8,0.24,0.28,6.0
idx_13889,good,6,10.8,0.37,3.16,0.9951,127.0,43.0,0.046,12.1,0.26,0.27,6.2
idx_13890,good,6,11.4,0.31,2.99,0.99234,98.0,28.0,0.043,8.2,0.26,0.38,6.4
idx_13892,not,5,10.6,0.39,3.18,0.9936799999999999,127.0,47.0,0.036000000000000004,8.7,0.3,0.21,6.0
idx_13893,not,5,9.2,0.39,3.01,0.9937,63.0,17.0,0.044000000000000004,3.5,0.1,0.34,7.0
idx_13894,good,6,12.2,0.46,3.24,0.99151,134.0,21.0,0.031,6.4,0.16,0.435,5.9
idx_13895,good,6,12.3,0.45,3.26,0.99021,76.0,17.0,0.021,2.1,0.33,0.25,7.0
idx_13898,good,7,11.0,0.55,3.07,0.9917600000000001,110.0,54.0,0.035,1.3,0.34,0.23,8.5
idx_13900,not,5,9.2,0.39,3.01,0.9937,63.0,17.0,0.044000000000000004,3.5,0.1,0.34,7.0
idx_13901,not,4,13.5,0.36,3.32,0.99246,10.0,4.0,0.013000000000000001,1.1,0.12,0.65,4.8
idx_13902,good,6,11.4,0.64,2.95,0.9908,65.0,12.0,0.14400000000000002,2.8,0.38,0.22,6.1
idx_13903,good,6,11.5,0.38,3.1,0.9899399999999999,69.0,26.0,0.071,3.5,0.26,0.27,5.8
idx_13904,good,7,14.0,0.83,3.21,0.98746,106.0,33.0,0.036000000000000004,1.9,0.18,0.455,5.0
idx_13906,good,7,12.5,0.63,3.25,0.9902799999999999,88.0,34.0,0.036000000000000004,3.8,0.3,0.33,6.5
idx_13907,good,7,12.8,0.36,3.09,0.98867,83.0,30.0,0.038,2.4,0.3,0.31,6.7
idx_13908,good,7,11.2,0.43,3.23,0.99174,138.0,45.0,0.037000000000000005,4.8,0.24,0.39,6.2
idx_13909,good,7,11.2,0.43,3.23,0.99174,138.0,45.0,0.037000000000000005,4.8,0.24,0.39,6.2
idx_13910,good,6,13.6,0.27,3.17,0.99021,139.0,49.0,0.04,6.2,0.3,0.37,7.1
idx_13911,good,6,9.2,0.42,2.93,0.9930399999999999,109.0,70.0,0.149,1.3,0.82,0.23,7.2
idx_13912,good,7,12.5,0.63,3.25,0.9902799999999999,88.0,34.0,0.036000000000000004,3.8,0.3,0.33,6.5
idx_13913,good,6,11.1,0.48,3.17,0.99154,105.0,24.0,0.054000000000000006,1.5,0.32,0.25,7.2
idx_13914,good,7,11.2,0.43,3.23,0.99174,138.0,45.0,0.037000000000000005,4.8,0.24,0.39,6.2
idx_13915,good,7,14.0,0.83,3.21,0.98746,106.0,33.0,0.036000000000000004,1.9,0.18,0.455,4.7
idx_13916,good,6,13.6,0.27,3.17,0.99021,139.0,49.0,0.04,6.2,0.3,0.37,7.1
idx_13917,not,5,9.4,0.52,3.18,0.9956,206.0,49.0,0.055999999999999994,7.9,0.51,0.28,6.2
idx_13919,good,6,13.2,0.4,3.0,0.98836,107.0,28.0,0.035,1.4,0.28,0.31,6.6
idx_13920,good,6,11.2,0.53,3.04,0.9913799999999999,132.0,24.0,0.05,2.6,0.37,0.25,7.4
idx_13921,not,5,10.2,0.57,3.14,0.99751,173.0,46.0,0.057,14.8,0.34,0.36,7.3
idx_13922,good,7,12.8,0.36,3.09,0.98867,83.0,30.0,0.038,2.4,0.3,0.31,6.7
idx_13923,not,5,10.1,0.39,2.95,0.99249,109.0,16.0,0.045,0.9,0.3,0.31,8.6
idx_13924,not,5,10.1,0.39,2.95,0.99249,109.0,16.0,0.045,0.9,0.3,0.31,8.6
idx_13925,not,5,10.3,0.31,2.83,0.99239,95.0,38.0,0.031,1.2,0.33,0.22,8.6
idx_13926,good,6,9.9,0.33,3.19,0.9951200000000001,91.0,30.0,0.055999999999999994,9.9,0.29,0.14,6.9
idx_13927,not,5,11.5,0.31,3.15,0.99098,106.0,17.0,0.046,3.9,0.31,0.22,6.5
idx_13928,not,5,9.0,0.56,3.18,0.99872,173.0,27.0,0.063,15.6,0.47,0.32,6.6
idx_13929,not,5,9.0,0.56,3.18,0.99872,173.0,27.0,0.063,15.6,0.47,0.32,6.6
idx_13931,good,6,13.3,0.41,3.14,0.988245,106.0,28.0,0.036000000000000004,1.6,0.28,0.3,6.2
idx_13932,good,8,11.5,0.6,3.22,0.99326,116.0,43.0,0.05,7.8,0.28,0.22,6.9
idx_13933,not,4,11.0,0.52,2.96,0.9932799999999999,67.0,28.0,0.039,5.6,0.21,0.31,8.7
idx_13934,good,6,10.7,0.53,3.28,0.9922200000000001,84.0,26.0,0.04,1.3,0.3,0.27,7.3
idx_13935,not,5,9.4,0.56,3.08,0.99898,184.0,50.0,0.046,16.7,0.2,0.46,7.0
idx_13936,good,6,10.3,0.61,3.44,0.9948600000000001,108.0,16.0,0.042,7.95,0.25,0.23,5.7
idx_13938,good,6,12.0,0.6,2.88,0.9906200000000001,92.0,41.0,0.04,1.1,0.38,0.18,8.2
idx_13939,good,6,11.0,0.6,3.21,0.99282,159.0,47.0,0.048,6.3,0.32,0.27,6.2
idx_13940,not,5,9.3,0.5,3.16,0.996,148.0,36.0,0.053,8.9,0.37,0.4,6.9
idx_13941,not,5,10.1,0.4,3.24,0.9913799999999999,143.0,32.0,0.068,1.0,0.34,0.345,4.9
idx_13942,good,6,11.1,0.47,3.18,0.99166,106.0,26.0,0.053,1.5,0.39,0.23,7.2
idx_13943,good,6,9.9,0.58,2.99,0.99408,113.0,26.0,0.046,6.6,0.15,0.2,6.4
idx_13944,good,6,11.0,0.6,3.22,0.9928100000000001,161.0,47.0,0.048,6.2,0.32,0.27,6.1
idx_13945,good,6,11.0,0.6,3.21,0.99282,159.0,47.0,0.048,6.3,0.32,0.27,6.2
idx_13946,good,6,12.5,0.42,3.32,0.98964,127.0,31.0,0.042,2.1,0.33,0.3,6.0
