ID,age,job,marital,default,returned,loan,coupon_used_in_last6_month,coupon_used_in_last_month,coupon_ind
20532,57,retired,married,no,no,no,2,0,0
20533,32,unemployed,married,no,yes,no,3,0,0
20534,36,services,single,no,no,yes,2,0,0
20535,61,housemaid,married,no,no,no,1,0,0
20536,36,blue-collar,married,no,no,no,2,0,0
20537,56,services,married,no,no,yes,3,0,0
20538,78,housemaid,married,no,no,no,4,0,0
20539,25,unknown,single,no,yes,no,2,0,0
20540,50,management,single,no,no,no,5,0,0
20541,28,blue-collar,married,no,no,no,4,0,0
20542,27,management,single,no,no,no,1,0,0
20543,36,admin.,married,no,yes,no,2,0,0
20544,34,management,single,no,yes,no,5,0,0
20545,37,technician,single,no,no,yes,19,0,0
20546,30,management,married,no,no,no,2,0,0
20547,30,blue-collar,married,no,no,yes,1,0,0
20548,39,management,married,no,no,no,9,0,0
20549,38,management,single,no,yes,no,1,0,0
20550,38,blue-collar,single,no,no,no,3,0,0
20551,32,self-employed,married,no,yes,no,2,0,0
20552,38,technician,married,no,yes,no,2,0,0
20553,35,blue-collar,single,no,yes,no,4,0,0
20554,58,retired,divorced,no,no,no,4,3,0
20555,45,technician,married,no,no,no,4,0,0
20556,31,technician,married,no,yes,yes,1,0,0
20557,43,unknown,married,no,no,no,1,0,0
20558,35,services,divorced,no,yes,no,1,0,0
20559,40,technician,single,no,yes,no,2,0,0
20560,35,blue-collar,married,no,yes,no,1,0,0
20561,74,retired,married,no,no,no,2,2,0
20562,42,technician,married,no,no,no,22,0,0
20563,57,management,married,no,no,no,2,0,0
20564,24,blue-collar,married,no,no,no,1,0,0
20565,45,technician,married,no,no,yes,3,0,0
20566,44,technician,divorced,no,yes,no,2,0,0
20567,42,services,divorced,no,yes,no,2,0,0
20568,34,technician,married,no,yes,yes,1,0,0
20569,33,entrepreneur,married,no,no,no,2,0,0
20570,48,services,married,no,yes,no,1,0,0
20571,36,technician,single,no,yes,no,1,0,0
20572,55,entrepreneur,married,no,yes,no,2,1,0
20573,55,entrepreneur,divorced,no,yes,yes,3,0,0
20574,51,technician,married,no,yes,no,1,1,0
20575,28,management,single,no,yes,no,1,0,0
20576,58,management,married,no,yes,no,1,0,0
20577,37,admin.,married,no,no,no,1,0,0
20578,46,management,married,no,yes,no,1,0,0
20579,48,services,divorced,no,yes,no,5,1,0
20580,52,unemployed,married,no,no,yes,1,0,0
20581,51,blue-collar,married,no,yes,yes,4,0,0
20582,30,blue-collar,single,no,no,no,1,0,0
20583,43,admin.,single,no,yes,no,2,0,0
20584,29,management,single,no,yes,no,2,0,0
20585,38,admin.,married,no,no,no,1,0,0
20586,30,management,single,no,yes,no,6,0,0
20587,50,unemployed,single,no,yes,no,2,0,0
20588,45,housemaid,married,no,yes,no,2,0,0
20589,38,management,single,no,yes,no,3,0,0
20590,45,technician,married,no,no,no,2,0,0
20591,48,management,married,no,no,no,3,0,0
20592,33,blue-collar,single,no,yes,no,2,2,0
20593,45,unknown,married,no,no,no,1,0,0
20594,52,technician,divorced,no,yes,no,3,0,0
20595,32,technician,married,no,yes,no,2,0,0
20596,39,admin.,divorced,no,yes,no,6,0,0
20597,51,entrepreneur,married,no,yes,no,1,1,0
20598,50,self-employed,married,no,yes,no,11,0,0
20599,42,blue-collar,married,no,yes,no,6,0,0
20600,56,management,married,no,yes,yes,1,1,0
20601,31,management,single,no,yes,no,1,0,0
20602,35,management,married,no,yes,no,4,0,0
20603,42,blue-collar,married,no,yes,no,1,1,0
20604,52,technician,married,no,no,no,2,0,0
20605,29,management,married,no,no,no,2,0,0
20606,33,admin.,divorced,no,yes,yes,2,2,0
20607,47,management,married,no,no,no,1,1,0
20608,40,admin.,single,no,no,yes,3,0,0
20609,43,housemaid,married,no,yes,no,2,0,0
20610,25,services,single,no,no,yes,2,0,0
20611,48,technician,married,no,no,yes,1,1,0
20612,31,technician,married,no,yes,no,16,0,0
20613,38,management,married,no,yes,no,3,0,0
20614,30,blue-collar,single,no,yes,no,7,0,0
20615,43,unemployed,married,no,no,no,1,1,0
20616,45,management,married,no,no,no,3,0,0
20617,33,blue-collar,married,no,yes,no,1,0,0
20618,31,technician,single,no,yes,no,2,1,0
20619,47,blue-collar,married,no,no,no,5,0,0
20620,40,admin.,married,no,yes,no,1,0,0
20621,41,services,married,no,yes,no,2,0,0
20622,50,entrepreneur,married,no,yes,no,2,1,0
20623,32,admin.,married,no,yes,no,2,0,0
20624,27,admin.,single,no,no,no,1,0,0
20625,31,technician,single,no,no,no,16,0,0
20626,30,blue-collar,single,no,no,no,3,0,0
20627,36,services,divorced,no,yes,no,13,0,0
20628,28,management,single,no,no,no,6,0,0
20629,40,entrepreneur,married,no,yes,no,1,0,0
20630,55,unemployed,married,yes,yes,yes,4,0,0
20631,42,blue-collar,married,no,yes,no,3,0,0
20632,37,blue-collar,married,no,yes,no,1,0,0
20633,31,services,single,no,no,no,1,0,0
20634,34,entrepreneur,single,no,yes,no,2,0,0
20635,37,management,married,no,yes,no,2,0,0
20636,49,technician,married,no,no,no,2,0,0
20637,27,admin.,single,no,no,yes,1,0,0
20638,33,blue-collar,married,no,yes,no,2,0,0
20639,46,entrepreneur,single,no,yes,no,1,1,0
20640,47,management,married,no,yes,no,4,2,0
20641,30,management,married,no,no,no,1,0,0
20642,38,management,single,no,yes,no,2,0,0
20643,35,blue-collar,married,no,yes,no,2,0,0
20644,47,blue-collar,married,yes,yes,yes,3,0,0
20645,36,admin.,divorced,no,no,no,5,0,0
20646,27,services,single,no,no,no,3,0,0
20647,45,blue-collar,married,no,yes,no,17,0,0
20648,45,admin.,married,no,yes,no,2,2,0
20649,56,blue-collar,married,no,yes,no,1,0,0
20650,41,unemployed,married,no,yes,no,4,0,0
20651,30,technician,married,no,yes,no,5,0,0
20652,40,services,married,no,yes,no,1,1,0
20653,55,retired,married,no,no,no,2,0,0
20654,42,blue-collar,married,no,yes,no,3,0,0
20655,35,admin.,single,no,yes,no,5,0,0
20656,40,blue-collar,married,no,yes,no,2,1,0
20657,34,blue-collar,married,no,yes,no,1,0,0
20658,34,services,single,no,no,no,2,0,0
20659,31,services,single,no,no,no,3,0,0
20660,57,management,divorced,no,no,no,3,2,0
20661,36,management,divorced,no,yes,no,3,0,0
20662,51,blue-collar,married,no,yes,yes,2,0,0
20663,39,housemaid,married,no,yes,no,4,0,0
20664,38,self-employed,married,no,yes,no,3,1,0
20665,38,technician,divorced,no,yes,no,1,0,0
20666,31,admin.,single,no,yes,no,2,0,0
20667,37,management,single,no,no,no,10,0,0
20668,61,admin.,divorced,no,no,no,2,2,0
20669,44,services,married,no,yes,no,1,0,0
20670,28,management,single,no,yes,no,3,0,0
20671,37,technician,married,no,yes,no,1,1,0
20672,31,admin.,single,no,yes,no,1,1,0
20673,38,blue-collar,married,no,yes,no,2,0,0
20674,33,housemaid,married,no,no,no,2,0,0
20675,57,technician,divorced,no,no,yes,4,0,0
20676,48,blue-collar,married,no,no,no,3,0,0
20677,46,management,married,yes,no,yes,2,0,0
20678,40,blue-collar,married,no,yes,no,1,0,0
20679,27,student,single,no,no,no,3,0,0
20680,47,blue-collar,married,no,no,no,5,0,0
20681,50,technician,single,no,no,no,1,0,0
20682,43,blue-collar,married,no,no,yes,6,0,0
20683,47,management,married,no,no,no,1,0,0
20684,43,admin.,married,no,yes,yes,3,2,0
20685,27,technician,single,no,yes,yes,2,0,0
20686,46,entrepreneur,married,no,yes,no,3,0,0
20687,35,blue-collar,married,no,yes,no,6,0,0
20688,31,technician,married,no,no,no,6,0,0
20689,42,management,divorced,no,no,yes,1,0,0
20690,41,housemaid,divorced,no,yes,no,1,0,0
20691,35,management,married,no,yes,yes,1,0,0
20692,45,housemaid,married,no,yes,no,1,1,0
20693,39,management,single,no,yes,yes,2,2,0
20694,44,blue-collar,married,no,no,no,3,0,0
20695,39,technician,single,no,no,no,1,0,0
20696,50,technician,single,no,yes,no,3,0,0
20697,37,technician,married,no,yes,no,2,0,0
20698,41,blue-collar,married,no,yes,yes,5,0,0
20699,51,management,married,no,yes,no,3,0,0
20700,38,blue-collar,single,no,yes,no,4,0,0
20701,35,blue-collar,married,no,yes,no,1,0,0
20702,53,self-employed,married,no,yes,no,1,1,0
20703,39,blue-collar,married,no,yes,no,1,1,0
20704,36,management,married,no,no,no,2,0,0
20705,43,retired,divorced,no,no,no,5,0,0
20706,31,management,single,no,no,no,2,0,0
20707,38,services,single,no,yes,no,1,0,0
20708,56,blue-collar,married,no,no,yes,2,1,0
20709,32,entrepreneur,single,no,yes,no,2,0,0
20710,31,technician,married,no,no,no,1,0,0
20711,57,retired,divorced,no,no,no,2,0,0
20712,31,technician,married,no,yes,no,4,0,0
20713,45,management,married,no,yes,no,1,0,0
20714,39,services,divorced,no,yes,no,2,0,0
20715,39,services,married,no,no,no,5,0,0
20716,52,technician,married,no,yes,yes,1,1,0
20717,29,management,single,no,yes,no,19,0,0
20718,55,blue-collar,married,no,no,no,3,0,0
20719,26,technician,married,no,yes,no,2,0,0
20720,28,services,divorced,no,no,no,1,0,0
20721,32,self-employed,single,no,no,no,1,0,0
20722,46,blue-collar,married,no,yes,no,1,1,0
20723,36,technician,married,no,yes,no,2,1,0
20724,26,management,single,no,no,yes,1,0,0
20725,26,blue-collar,single,no,yes,no,4,0,0
20726,34,admin.,single,no,yes,no,2,0,0
20727,35,management,married,no,yes,no,3,0,0
20728,46,entrepreneur,married,no,yes,yes,16,0,0
20729,40,blue-collar,married,no,yes,no,17,0,0
20730,34,self-employed,single,no,yes,no,2,0,0
20731,43,admin.,single,no,yes,no,1,0,0
20732,59,management,married,no,yes,no,2,0,0
20733,52,management,married,no,yes,no,3,3,0
20734,55,blue-collar,married,no,no,no,1,0,0
20735,30,technician,married,no,no,no,6,0,0
20736,43,management,married,no,no,no,2,0,0
20737,34,services,married,no,yes,no,2,0,0
20738,52,blue-collar,married,no,no,no,8,0,0
20739,26,student,single,no,no,no,1,0,0
20740,30,technician,married,no,no,no,4,0,0
20741,33,management,married,no,no,no,2,0,0
20742,50,management,married,no,no,no,1,0,0
20743,43,services,single,no,no,no,3,0,0
20744,37,management,single,no,yes,no,9,0,0
20745,32,self-employed,married,no,no,no,1,0,0
20746,57,blue-collar,married,no,no,no,3,0,0
20747,37,technician,married,no,yes,no,1,0,0
20748,37,management,married,no,yes,no,3,0,0
20749,32,blue-collar,married,no,yes,no,1,0,0
20750,36,management,married,no,no,no,2,2,0
20751,43,management,married,no,no,no,14,0,0
20752,56,retired,married,no,no,no,1,1,0
20753,52,admin.,married,no,no,yes,7,0,0
20754,42,management,married,no,yes,no,1,0,0
20755,53,blue-collar,married,no,yes,no,1,1,0
20756,31,blue-collar,married,no,yes,no,1,0,0
20757,28,blue-collar,married,no,yes,no,4,0,0
20758,34,admin.,married,no,yes,no,2,0,0
20759,37,housemaid,married,no,no,no,2,0,0
20760,45,admin.,married,no,yes,no,1,1,0
20761,36,unemployed,single,no,yes,no,2,2,0
20762,50,management,married,no,no,no,2,0,0
20763,30,unemployed,single,no,no,yes,2,1,0
20764,33,technician,married,no,yes,no,3,0,0
20765,35,technician,married,no,yes,no,2,0,0
20766,42,blue-collar,single,no,yes,no,6,1,0
20767,35,management,divorced,no,yes,no,1,0,0
20768,42,blue-collar,married,no,no,no,2,0,0
20769,54,blue-collar,married,no,yes,no,3,3,0
20770,57,management,married,no,no,no,3,0,0
20771,51,housemaid,divorced,no,yes,no,3,0,0
20772,42,technician,married,no,no,no,22,0,0
20773,32,management,single,no,no,no,2,0,0
20774,44,management,divorced,no,yes,no,4,0,0
20775,41,blue-collar,married,no,yes,no,4,0,0
20776,30,student,single,no,no,no,2,0,0
20777,28,unemployed,married,no,no,no,1,0,0
20778,59,technician,married,no,yes,no,8,0,0
20779,41,housemaid,married,no,yes,no,2,0,0
20780,26,student,single,no,no,no,1,1,0
20781,35,admin.,married,no,no,yes,1,0,0
20782,43,blue-collar,married,no,yes,no,1,0,0
20783,35,management,married,no,no,no,4,0,0
20784,35,services,married,no,yes,no,3,1,0
20785,47,management,married,no,no,no,1,0,0
20786,62,retired,married,no,no,no,2,0,0
20787,57,services,married,no,no,yes,6,0,0
20788,41,admin.,divorced,no,yes,no,15,0,0
20789,52,management,married,no,yes,no,1,1,0
20790,41,management,married,no,no,yes,2,0,0
20791,48,technician,divorced,no,no,yes,1,1,0
20792,40,technician,married,no,yes,no,4,4,0
20793,68,retired,married,no,no,no,1,0,0
20794,58,entrepreneur,married,no,no,no,5,0,0
20795,50,technician,married,no,yes,no,1,0,0
20796,32,admin.,married,no,yes,no,2,0,0
20797,38,blue-collar,married,no,no,no,1,0,0
20798,33,services,single,no,yes,no,2,0,0
20799,29,management,married,no,yes,no,2,0,0
20800,30,entrepreneur,married,no,yes,no,9,0,0
20801,31,blue-collar,single,no,no,no,2,0,0
20802,47,services,married,no,yes,no,1,0,0
20803,44,technician,married,no,no,no,3,0,0
20804,35,admin.,married,yes,no,yes,1,0,0
20805,57,blue-collar,married,no,no,no,1,0,0
20806,36,entrepreneur,single,no,no,no,3,0,0
20807,36,blue-collar,married,no,yes,no,2,2,0
20808,27,admin.,married,no,yes,no,5,0,0
20809,44,self-employed,divorced,no,yes,no,1,0,0
20810,36,management,married,no,yes,no,4,2,0
20811,32,technician,married,no,yes,yes,1,0,0
20812,53,blue-collar,married,no,yes,no,1,0,0
20813,31,blue-collar,divorced,no,no,no,2,0,0
20814,27,management,married,no,no,no,1,0,0
20815,33,blue-collar,married,no,yes,no,4,0,0
20816,52,blue-collar,married,no,yes,no,5,0,0
20817,31,management,married,no,yes,no,6,0,0
20818,47,admin.,married,no,no,no,1,0,0
20819,36,admin.,single,no,yes,no,2,0,0
20820,48,management,divorced,no,no,no,3,0,0
20821,31,student,married,no,yes,no,5,0,0
20822,35,technician,divorced,no,no,no,10,0,0
20823,53,technician,divorced,no,no,no,5,0,0
20824,29,admin.,single,no,yes,no,2,2,0
20825,35,management,single,no,no,no,2,0,0
20826,46,blue-collar,married,no,yes,no,12,0,0
20827,43,technician,married,no,no,no,1,0,0
20828,31,blue-collar,single,no,yes,no,1,1,0
20829,30,management,single,no,yes,no,51,0,0
20830,37,services,married,no,yes,no,4,4,0
20831,33,services,married,no,no,yes,7,0,0
20832,60,technician,divorced,no,yes,no,1,0,0
20833,53,blue-collar,married,no,yes,no,2,0,0
20834,32,unemployed,married,no,no,no,1,0,0
20835,34,blue-collar,single,no,no,yes,1,0,0
20836,35,management,married,no,no,no,3,0,0
20837,45,admin.,married,no,no,no,1,0,0
20838,57,self-employed,married,no,no,no,2,0,0
20839,33,management,divorced,no,yes,no,12,2,0
20840,45,admin.,divorced,no,yes,yes,1,0,0
20841,50,admin.,married,no,yes,no,7,0,0
20842,48,management,married,no,yes,no,2,0,0
20843,36,management,married,no,no,no,4,0,0
20844,38,management,single,no,yes,no,4,0,0
20845,41,admin.,divorced,no,yes,no,2,0,0
20846,34,technician,married,no,yes,no,4,0,0
20847,63,unemployed,married,no,no,no,3,0,0
20848,29,admin.,married,no,yes,no,5,0,0
20849,43,services,married,no,no,no,1,0,0
20850,37,blue-collar,married,no,yes,no,2,0,0
20851,57,management,divorced,no,yes,yes,2,1,0
20852,50,management,single,no,yes,no,2,0,0
20853,37,blue-collar,married,no,yes,no,3,0,0
20854,43,blue-collar,married,no,yes,yes,4,0,0
20855,60,admin.,divorced,no,no,yes,7,0,0
20856,39,management,married,no,no,no,14,0,0
20857,31,admin.,married,no,yes,no,1,0,0
20858,36,blue-collar,married,no,yes,yes,1,1,0
20859,41,management,single,no,no,no,2,0,0
20860,55,technician,married,no,no,no,9,0,0
20861,49,technician,divorced,no,yes,yes,1,0,0
20862,56,management,divorced,no,yes,no,4,2,0
20863,50,management,married,no,no,no,3,0,0
20864,48,housemaid,married,no,no,no,23,0,0
20865,48,technician,married,no,yes,no,1,0,0
20866,33,self-employed,single,no,yes,no,1,0,0
20867,41,admin.,divorced,no,no,no,1,0,0
20868,34,blue-collar,married,no,yes,no,4,0,0
20869,38,services,single,no,yes,no,1,0,0
20870,35,technician,married,no,yes,no,4,0,0
20871,31,entrepreneur,single,yes,yes,no,1,0,0
20872,27,services,single,no,yes,yes,1,0,0
20873,38,management,single,no,yes,no,3,0,0
20874,40,blue-collar,married,no,no,yes,3,0,0
20875,37,admin.,single,no,yes,no,1,0,0
20876,57,retired,married,no,no,no,1,0,0
20877,32,services,married,no,yes,no,2,0,0
20878,52,retired,married,no,no,no,1,0,0
20879,62,management,married,no,yes,yes,1,1,0
20880,31,services,single,no,yes,no,13,0,0
20881,38,management,married,no,yes,no,1,1,0
20882,32,management,single,no,yes,no,1,1,0
20883,30,technician,single,no,no,no,4,0,0
20884,36,self-employed,married,no,no,no,1,0,0
20885,59,blue-collar,divorced,no,no,no,1,0,0
20886,42,management,married,no,yes,no,5,0,0
20887,37,blue-collar,divorced,no,yes,no,1,0,0
20888,36,blue-collar,single,no,yes,no,2,0,0
20889,40,management,married,no,yes,yes,1,0,0
20890,46,management,married,no,yes,no,9,2,0
20891,33,blue-collar,single,no,yes,no,3,0,0
20892,31,admin.,single,no,yes,no,1,0,0
20893,26,unemployed,married,no,no,no,1,0,0
20894,46,management,married,no,yes,no,1,0,0
20895,36,technician,married,no,yes,no,5,0,0
20896,30,technician,single,no,yes,no,1,0,0
20897,35,technician,married,no,no,no,1,1,0
20898,34,technician,married,no,yes,no,1,0,0
20899,30,admin.,single,no,no,yes,2,1,0
20900,43,technician,married,no,no,no,4,0,0
20901,26,services,single,no,no,no,2,0,0
20902,50,services,single,no,no,no,1,0,0
20903,57,admin.,divorced,no,yes,no,1,0,0
20904,48,admin.,married,no,yes,yes,1,0,0
20905,58,management,married,no,yes,no,7,6,0
20906,57,admin.,married,no,yes,yes,2,0,0
20907,48,admin.,married,no,no,no,1,0,0
20908,46,management,single,no,yes,yes,5,0,0
20909,42,blue-collar,married,no,yes,no,21,0,0
20910,51,entrepreneur,married,no,no,no,7,0,0
20911,43,blue-collar,married,no,yes,no,2,0,0
20912,30,services,single,no,yes,no,1,0,0
20913,54,self-employed,married,no,yes,no,1,0,0
20914,58,admin.,married,no,no,no,6,0,0
20915,57,housemaid,married,no,no,no,1,0,0
20916,36,admin.,married,no,no,no,1,0,0
20917,57,retired,divorced,no,no,yes,1,0,0
20918,33,services,divorced,no,yes,no,2,0,0
20919,46,blue-collar,married,no,yes,no,1,0,0
20920,31,management,married,no,no,no,1,0,0
20921,28,services,single,no,no,no,2,2,0
20922,29,unemployed,married,no,yes,no,1,0,0
20923,33,management,single,no,yes,no,1,1,0
20924,37,blue-collar,single,no,no,no,3,0,0
20925,43,technician,married,no,no,no,2,0,0
20926,60,retired,divorced,no,no,no,9,0,0
20927,58,blue-collar,married,no,no,no,2,0,0
20928,32,admin.,married,no,yes,no,1,1,0
20929,51,blue-collar,divorced,yes,yes,yes,2,0,0
20930,30,services,single,no,yes,no,3,3,0
20931,33,admin.,married,no,yes,no,2,0,0
20932,27,services,married,no,no,yes,2,0,0
20933,33,management,single,no,no,no,1,1,0
20934,42,management,divorced,no,no,no,2,0,0
20935,26,blue-collar,single,no,no,no,2,0,0
20936,30,services,single,no,yes,yes,1,0,0
20937,37,management,married,no,no,no,13,0,0
20938,32,blue-collar,single,no,no,yes,1,0,0
20939,54,blue-collar,married,no,yes,yes,5,5,0
20940,35,blue-collar,married,no,yes,no,2,0,0
20941,36,blue-collar,married,no,yes,no,1,0,0
20942,30,technician,married,no,yes,yes,3,0,0
20943,36,admin.,single,no,yes,no,2,0,0
20944,41,entrepreneur,married,no,yes,yes,2,0,0
20945,39,admin.,divorced,no,no,no,1,0,0
20946,26,student,single,no,no,no,1,1,0
20947,38,blue-collar,single,no,yes,no,8,0,0
20948,54,management,married,no,no,no,7,0,0
20949,47,management,single,no,no,no,2,0,0
20950,46,technician,divorced,no,no,yes,5,0,0
20951,33,student,single,no,yes,no,1,0,0
20952,33,management,single,no,no,no,2,0,0
20953,40,management,married,no,yes,no,1,1,0
20954,48,services,single,no,yes,yes,1,1,0
20955,39,admin.,married,no,no,no,2,0,0
20956,36,blue-collar,single,no,yes,yes,2,0,0
20957,34,technician,married,no,yes,no,3,3,0
20958,33,unemployed,single,no,no,no,1,0,0
20959,48,management,married,no,no,yes,1,0,0
20960,59,retired,married,no,no,no,1,0,0
20961,56,retired,divorced,no,yes,no,2,0,0
20962,45,blue-collar,married,no,yes,no,2,0,0
20963,45,housemaid,married,no,no,no,2,0,0
20964,39,management,married,no,yes,no,2,0,0
20965,47,services,married,no,yes,yes,1,0,0
20966,53,entrepreneur,married,no,yes,no,27,0,0
20967,53,unemployed,divorced,no,no,no,2,0,0
20968,29,technician,single,no,no,no,2,0,0
20969,30,management,single,no,no,no,1,0,0
20970,39,services,single,no,yes,no,4,1,0
20971,35,admin.,married,no,no,no,1,0,0
20972,31,technician,married,no,yes,no,1,0,0
20973,30,technician,married,no,yes,no,2,0,0
20974,48,technician,married,no,yes,yes,4,0,0
20975,49,technician,married,no,yes,no,2,0,0
20976,40,unemployed,married,no,yes,no,2,1,0
20977,25,housemaid,married,no,yes,no,2,0,0
20978,49,technician,married,no,no,no,7,7,0
20979,50,self-employed,married,no,yes,no,1,0,0
20980,28,student,single,no,no,no,2,0,0
20981,37,blue-collar,married,no,yes,no,1,0,0
20982,39,management,divorced,no,yes,no,1,1,0
20983,59,blue-collar,married,no,no,no,3,0,0
20984,32,blue-collar,married,no,yes,yes,3,0,0
20985,42,blue-collar,married,no,yes,no,1,1,0
20986,37,management,married,no,yes,no,1,0,0
20987,28,services,single,no,yes,no,2,1,0
20988,48,services,married,no,yes,no,1,0,0
20989,47,technician,married,no,no,no,3,0,0
20990,28,blue-collar,married,no,yes,no,2,0,0
20991,55,entrepreneur,married,no,no,yes,12,0,0
20992,40,self-employed,divorced,no,no,no,1,0,0
20993,53,entrepreneur,married,no,yes,yes,1,1,0
20994,39,management,married,no,no,no,3,0,0
20995,25,technician,single,no,yes,yes,1,0,0
20996,46,blue-collar,married,no,no,yes,11,0,0
20997,58,retired,married,no,yes,yes,2,0,0
20998,59,services,married,no,no,no,3,0,0
20999,36,unemployed,married,no,no,no,3,0,0
21000,43,entrepreneur,married,no,yes,no,4,0,0
21001,29,management,single,no,no,no,3,0,0
21002,30,technician,single,no,yes,no,2,0,0
21003,51,services,divorced,no,yes,yes,1,0,0
21004,56,technician,married,no,yes,no,3,2,0
21005,42,technician,married,no,yes,yes,1,0,0
21006,39,admin.,divorced,no,no,no,5,0,0
21007,48,blue-collar,married,no,yes,yes,1,0,0
21008,45,management,married,no,no,no,1,1,0
21009,26,services,married,no,yes,no,2,0,0
21010,35,self-employed,single,no,no,no,3,0,0
21011,41,admin.,married,no,no,no,1,0,0
21012,46,technician,married,no,yes,no,2,1,0
21013,33,blue-collar,married,no,yes,no,1,0,0
21014,29,services,single,no,yes,no,2,0,0
21015,29,blue-collar,single,no,yes,no,3,0,0
21016,40,retired,married,no,yes,no,1,0,0
21017,22,management,single,no,yes,no,1,0,0
21018,33,services,married,no,yes,no,2,0,0
21019,58,management,married,no,yes,no,10,0,0
21020,46,services,married,no,no,no,2,0,0
21021,40,blue-collar,single,no,no,no,2,0,0
21022,42,entrepreneur,married,no,no,no,2,0,0
21023,25,services,single,no,yes,no,1,0,0
21024,34,entrepreneur,single,no,yes,no,1,0,0
21025,36,technician,single,no,yes,no,1,0,0
21026,47,technician,single,no,yes,no,5,0,0
21027,33,management,married,no,no,no,2,1,0
21028,38,technician,divorced,no,no,no,2,0,0
21029,50,self-employed,single,no,yes,no,1,1,0
21030,33,management,single,no,no,no,2,0,0
21031,31,management,single,no,no,no,2,0,0
21032,41,services,married,no,yes,no,1,0,0
21033,30,admin.,single,no,no,yes,5,0,0
21034,48,blue-collar,married,no,no,no,10,0,0
21035,32,housemaid,married,no,yes,no,5,0,0
21036,54,blue-collar,divorced,no,yes,no,10,0,0
21037,36,unemployed,single,no,no,no,3,0,0
21038,38,self-employed,single,no,no,no,2,0,0
21039,37,blue-collar,single,no,yes,no,1,1,0
21040,56,unemployed,married,no,no,yes,6,0,0
21041,24,services,single,no,yes,no,1,0,0
21042,40,retired,married,no,no,no,3,0,0
21043,29,admin.,single,no,yes,no,1,0,0
21044,32,blue-collar,married,no,yes,yes,2,1,0
21045,51,blue-collar,married,no,no,no,1,0,0
21046,33,self-employed,married,no,yes,no,2,0,0
21047,35,blue-collar,married,no,yes,no,6,0,0
21048,33,technician,married,no,yes,yes,1,0,0
21049,46,technician,married,yes,no,yes,1,0,0
21050,32,self-employed,married,no,yes,no,1,1,0
21051,79,retired,married,no,no,no,3,0,0
21052,33,management,single,no,no,no,5,0,0
21053,47,management,married,no,no,no,2,0,0
21054,53,management,married,no,no,no,3,0,0
21055,54,self-employed,divorced,no,yes,yes,3,0,0
21056,33,blue-collar,married,no,yes,no,1,0,0
21057,25,blue-collar,married,no,yes,no,1,0,0
21058,60,technician,married,no,no,no,2,0,0
21059,54,services,married,no,no,yes,1,1,0
21060,59,retired,divorced,no,no,yes,2,0,0
21061,51,retired,single,no,no,no,2,0,0
21062,40,blue-collar,married,no,no,no,1,0,0
21063,69,retired,married,no,no,no,1,0,0
21064,60,technician,married,no,no,no,2,0,0
21065,33,technician,single,no,yes,no,2,1,0
21066,58,retired,married,no,no,no,4,0,0
21067,39,management,single,no,yes,no,4,0,0
21068,27,blue-collar,married,no,yes,no,3,0,0
21069,36,blue-collar,married,no,yes,no,1,1,0
21070,30,services,single,no,yes,yes,3,0,0
21071,32,services,married,no,yes,yes,1,1,0
21072,60,housemaid,married,no,no,no,1,0,0
21073,58,unemployed,married,no,no,no,2,0,0
21074,51,blue-collar,divorced,no,yes,no,7,2,0
21075,54,services,married,no,no,no,1,0,0
21076,41,blue-collar,married,no,yes,yes,1,0,0
21077,32,services,married,no,yes,no,1,0,0
21078,29,services,single,no,no,no,1,0,0
21079,35,blue-collar,single,no,yes,yes,2,0,0
21080,31,management,married,no,no,no,5,0,0
21081,49,blue-collar,married,no,no,no,4,0,0
21082,42,technician,married,no,yes,no,1,0,0
21083,61,retired,divorced,no,no,no,3,0,0
21084,44,technician,single,no,yes,no,2,1,0
21085,36,services,married,no,yes,yes,6,6,0
21086,41,management,married,no,yes,no,3,0,0
21087,44,admin.,divorced,no,no,no,3,0,0
21088,48,technician,divorced,no,yes,no,2,0,0
21089,54,management,single,no,no,no,2,1,0
21090,27,admin.,single,no,no,yes,1,0,0
21091,23,technician,single,no,yes,no,3,2,0
21092,59,blue-collar,married,no,no,no,2,0,0
21093,47,management,divorced,no,yes,no,19,0,0
21094,40,blue-collar,married,no,yes,yes,2,0,0
21095,34,blue-collar,married,no,yes,yes,4,0,0
21096,37,management,single,no,yes,no,1,0,0
21097,45,blue-collar,married,no,no,no,4,0,0
21098,42,admin.,single,no,yes,no,9,0,0
21099,35,unemployed,married,no,no,no,4,0,0
21100,36,technician,divorced,no,no,yes,3,0,0
21101,38,services,married,no,no,no,2,0,0
21102,49,retired,married,no,no,no,2,0,0
21103,37,technician,married,no,no,no,1,1,0
21104,37,blue-collar,single,no,yes,no,2,0,0
21105,32,management,single,no,yes,no,2,0,0
21106,38,management,single,no,yes,no,1,1,0
21107,54,unknown,married,no,no,no,8,0,0
21108,29,entrepreneur,married,yes,yes,no,3,0,0
21109,43,admin.,married,no,yes,yes,1,0,0
21110,43,management,married,no,yes,no,2,2,0
21111,27,management,single,no,yes,no,5,0,0
21112,40,technician,divorced,no,yes,no,1,0,0
21113,34,technician,single,no,no,yes,2,0,0
21114,24,admin.,single,no,yes,no,1,0,0
21115,37,technician,married,no,yes,no,4,0,0
21116,39,services,married,no,no,no,1,1,0
21117,39,management,married,no,no,no,1,1,0
21118,31,management,single,no,no,no,16,0,0
